gene,community
DAGLB,BrC2
DBF4B,BrC2
DCAF15,BrC2
DCDC2B,BrC2
DDB2,BrC2
DDTL,BrC2
DDX23,BrC2
DDX27,BrC2
DDX31,BrC2
DDX39B,BrC2
DDX51,BrC2
DDX54,BrC2
DDX56,BrC2
DEF6,BrC2
DEF8,BrC2
DENND6B,BrC2
DEPDC5,BrC2
DFNB59,BrC2
DGKA,BrC2
DGKQ,BrC2
DHX16,BrC2
DHX30,BrC2
DHX34,BrC2
DLG4,BrC2
DMAP1,BrC2
DMWD,BrC2
DNAAF5,BrC2
DNAH12,BrC2
DNAJA3,BrC2
DNAJC9,BrC2
DNASE1,BrC2
DNM2,BrC2
DNMT1,BrC2
DNMT3A,BrC2
DOC2A,BrC2
DPAGT1,BrC2
DPH1,BrC2
DPH7,BrC2
DRICH1,BrC2
DTX3,BrC2
DUS1L,BrC2
DUS3L,BrC2
DZANK1,BrC2
EDC4,BrC2
EFTUD2,BrC2
EGFL8,BrC2
EIF2B4,BrC2
EIF2B5,BrC2
ENGASE,BrC2
EPS15L1,BrC2
ERCC3,BrC2
ETV6,BrC2
EVL,BrC2
EWSR1,BrC2
EXD3,BrC2
EXOC3,BrC2
EXOSC2,BrC2
FAAP100,BrC2
FAHD2A,BrC2
FAM160A2,BrC2
FAM160B2,BrC2
FAM192A,BrC2
FAM193B,BrC2
FAM229A,BrC2
FAM53C,BrC2
FAM90A1,BrC2
FANCG,BrC2
FARP1,BrC2
FBF1,BrC2
FBRS,BrC2
FBRSL1,BrC2
FBXL12,BrC2
FBXL19,BrC2
FBXO41,BrC2
FBXO46,BrC2
FBXW4,BrC2
FCHSD1,BrC2
FEM1A,BrC2
FGD1,BrC2
FGF17,BrC2
FHDC1,BrC2
FKRP,BrC2
FLII,BrC2
FLRT3,BrC2
FNTB,BrC2
FOXK2,BrC2
FRMD6,BrC2
FSBP,BrC2
FTO,BrC2
FUS,BrC2
FXR2,BrC2
GABBR1,BrC2
GAK,BrC2
GALNS,BrC2
GALT,BrC2
GAR1,BrC2
GARNL3,BrC2
GBA2,BrC2
GBF1,BrC2
GDI1,BrC2
GEMIN4,BrC2
GEMIN8,BrC2
GET4,BrC2
GGA1,BrC2
GGA3,BrC2
GGT7,BrC2
GLI2,BrC2
GLI3,BrC2
GLT8D2,BrC2
GLTSCR1,BrC2
GMEB2,BrC2
GNA11,BrC2
GNB3,BrC2
GNB5,BrC2
GNL1,BrC2
GOLGA6L9,BrC2
GOLGA8A,BrC2
GPATCH1,BrC2
GPR179,BrC2
GPR35,BrC2
GRIPAP1,BrC2
GRK2,BrC2
GSK3A,BrC2
GTF2F1,BrC2
GTF3C5,BrC2
GTPBP1,BrC2
GTPBP3,BrC2
GUCA1B,BrC2
HARS2,BrC2
HAUS5,BrC2
HAUS8,BrC2
HCN3,BrC2
HDAC10,BrC2
HDAC6,BrC2
HDAC7,BrC2
HDGF,BrC2
HEPH,BrC2
HEXIM1,BrC2
HGS,BrC2
HNRNPM,BrC2
HPS1,BrC2
HPS4,BrC2
HPSE2,BrC2
HSD17B1,BrC2
IER5,BrC2
IFT122,BrC2
IFT172,BrC2
IGHMBP2,BrC2
IKBKB,BrC2
IKBKE,BrC2
IL11RA,BrC2
IL17RD,BrC2
IL23A,BrC2
ILF3,BrC2
INCENP,BrC2
ING5,BrC2
INO80B,BrC2
INPPL1,BrC2
INTS1,BrC2
INTS11,BrC2
INTS4,BrC2
IP6K2,BrC2
IQSEC2,BrC2
IRF3,BrC2
IRS1,BrC2
ISG20L2,BrC2
ITFG2,BrC2
ITGA3,BrC2
ITM2C,BrC2
ITPR3,BrC2
JMJD7,BrC2
KAT2A,BrC2
KAZN,BrC2
KCNAB3,BrC2
KCNJ14,BrC2
KCTD13,BrC2
KDM2B,BrC2
KDM5C,BrC2
KDM8,BrC2
KHDC1,BrC2
KIAA0141,BrC2
KIAA0895L,BrC2
KIAA1024,BrC2
KIAA1755,BrC2
KIF26B,BrC2
KIF3C,BrC2
KLHDC4,BrC2
KLHL17,BrC2
KLHL22,BrC2
KMT2B,BrC2
KMT5A,BrC2
KMT5C,BrC2
KNOP1,BrC2
KRBA1,BrC2
KRI1,BrC2
KRTAP5-1,BrC2
L3MBTL1,BrC2
L3MBTL2,BrC2
LAMB2,BrC2
LARS2,BrC2
LAS1L,BrC2
LAT,BrC2
LBX2,BrC2
LDB1,BrC2
LEMD2,BrC2
LENG8,BrC2
LETMD1,BrC2
LIG1,BrC2
LLGL1,BrC2
LMBR1L,BrC2
LMF1,BrC2
LMF2,BrC2
LPAR2,BrC2
LPIN3,BrC2
LRCH4,BrC2
LRFN5,BrC2
LRP4,BrC2
LRP5L,BrC2
LRRC41,BrC2
LRSAM1,BrC2
LSM14B,BrC2
LTB4R2,BrC2
LTBP3,BrC2
LUC7L,BrC2
LYG1,BrC2
LYSMD1,BrC2
LZTR1,BrC2
LZTS3,BrC2
MAEA,BrC2
MAMDC4,BrC2
MAP2K7,BrC2
MAP3K12,BrC2
MAP3K14,BrC2
MAP4K2,BrC2
MAP6D1,BrC2
MAPK8IP3,BrC2
MAPKBP1,BrC2
MARCH9,BrC2
MARK4,BrC2
MARVELD1,BrC2
MAST1,BrC2
MAST2,BrC2
MAU2,BrC2
MBD1,BrC2
MBD6,BrC2
MC1R,BrC2
MCM3,BrC2
MCM5,BrC2
MED15,BrC2
MED22,BrC2
MED24,BrC2
MED26,BrC2
MEN1,BrC2
METTL17,BrC2
METTL21B,BrC2
METTL22,BrC2
MFSD10,BrC2
MGRN1,BrC2
MIB2,BrC2
MICALL2,BrC2
MIGA2,BrC2
MINK1,BrC2
MKL1,BrC2
MKS1,BrC2
MLLT6,BrC2
MMP16,BrC2
MMS19,BrC2
MOGS,BrC2
MORC2,BrC2
MOV10,BrC2
MRGBP,BrC2
MRNIP,BrC2
MROH1,BrC2
MSH5,BrC2
MSI1,BrC2
MTA1,BrC2
MTG2,BrC2
MTHFSD,BrC2
MTMR11,BrC2
MTRF1,BrC2
MXD3,BrC2
MYBBP1A,BrC2
MYH3,BrC2
MYH7B,BrC2
MYO15A,BrC2
MYO19,BrC2
MZF1,BrC2
N6AMT1,BrC2
NAA40,BrC2
NAB2,BrC2
NADSYN1,BrC2
NAGK,BrC2
NAT9,BrC2
NBEAL2,BrC2
NBPF14,BrC2
NCDN,BrC2
NCK2,BrC2
NDE1,BrC2
NDOR1,BrC2
NELFCD,BrC2
NEO1,BrC2
NEURL4,BrC2
NFATC4,BrC2
NFRKB,BrC2
NICN1,BrC2
NINL,BrC2
NISCH,BrC2
NLGN2,BrC2
NOC2L,BrC2
NONO,BrC2
NPEPL1,BrC2
NR2F1,BrC2
NRBP2,BrC2
NTN5,BrC2
NUDCD3,BrC2
NUDT11,BrC2
NUMA1,BrC2
NUP62,BrC2
NUP85,BrC2
NUPL2,BrC2
NVL,BrC2
OBSL1,BrC2
ODF2,BrC2
OGFR,BrC2
OSBPL2,BrC2
OSBPL5,BrC2
OSBPL7,BrC2
OTUD5,BrC2
OXER1,BrC2
P2RY11,BrC2
P3H2,BrC2
PABPN1,BrC2
PACS1,BrC2
PACSIN2,BrC2
PALM3,BrC2
PAN2,BrC2
PANK4,BrC2
PAQR7,BrC2
PARN,BrC2
PARP2,BrC2
PARP6,BrC2
PASK,BrC2
PBX2,BrC2
PCBP4,BrC2
PCED1A,BrC2
PCNX2,BrC2
PDCD7,BrC2
PDZD4,BrC2
PELP1,BrC2
PFKM,BrC2
PHC1,BrC2
PHF12,BrC2
PHF13,BrC2
PHF21B,BrC2
PHKA2,BrC2
PHRF1,BrC2
PI4KB,BrC2
PIAS3,BrC2
PIAS4,BrC2
PIDD1,BrC2
PIK3CD,BrC2
PIK3R2,BrC2
PLA2G4B,BrC2
PLD2,BrC2
PLEKHG4,BrC2
PLPPR2,BrC2
PMPCA,BrC2
PNKP,BrC2
POFUT2,BrC2
POLD1,BrC2
POLM,BrC2
POLR3E,BrC2
POLRMT,BrC2
POMT1,BrC2
POMT2,BrC2
PPIP5K1,BrC2
PPME1,BrC2
PPP1R10,BrC2
PPP1R13B,BrC2
PPP1R32,BrC2
PPP1R3E,BrC2
PPP2R2D,BrC2
PPP2R5D,BrC2
PPP6R1,BrC2
PPT2,BrC2
PRDM15,BrC2
PRKD2,BrC2
PRKRIP1,BrC2
PRMT2,BrC2
PROSER3,BrC2
PRPF4,BrC2
PRPF40B,BrC2
PRPSAP1,BrC2
PRR12,BrC2
PRR14,BrC2
PRR3,BrC2
PRRT1,BrC2
PRSS53,BrC2
PSMG4,BrC2
PSPN,BrC2
PSTPIP2,BrC2
PTBP1,BrC2
PTGFRN,BrC2
PTPN18,BrC2
PTPN23,BrC2
QRICH2,BrC2
RAB11FIP3,BrC2
RAB24,BrC2
RABL2A,BrC2
RABL2B,BrC2
RAD51D,BrC2
RAD9A,BrC2
RANBP10,BrC2
RANBP3,BrC2
RANGAP1,BrC2
RAP1GAP2,BrC2
RARB,BrC2
RARG,BrC2
RBM10,BrC2
RBM14,BrC2
RBM19,BrC2
RBM23,BrC2
RBM4B,BrC2
RCC2,BrC2
RCCD1,BrC2
RECQL4,BrC2
RECQL5,BrC2
RELL2,BrC2
REM2,BrC2
REXO1,BrC2
REXO4,BrC2
RGS12,BrC2
RHBDF1,BrC2
RHOT2,BrC2
RILPL1,BrC2
RIMS3,BrC2
RNF121,BrC2
RNF126,BrC2
RNF207,BrC2
RNF44,BrC2
ROR2,BrC2
RP11-111M22.2,BrC2
RRP8,BrC2
RSAD1,BrC2
RSRP1,BrC2
RTEL1,BrC2
RUFY1,BrC2
RUNX2,BrC2
RXRB,BrC2
SAFB,BrC2
SAFB2,BrC2
SAP25,BrC2
SAP30BP,BrC2
SAPCD1,BrC2
SARDH,BrC2
SARM1,BrC2
SART1,BrC2
SBF1,BrC2
SCAF1,BrC2
SCLY,BrC2
SCRIB,BrC2
SEC31B,BrC2
SELENOO,BrC2
SEMA4C,BrC2
SEMA4D,BrC2
SEMA4F,BrC2
SEMA4G,BrC2
SEMA6C,BrC2
SEPT5,BrC2
SEPT9,BrC2
SETD4,BrC2
SF1,BrC2
SGSH,BrC2
SGSM2,BrC2
SGSM3,BrC2
SH2B1,BrC2
SH3BP1,BrC2
SH3BP2,BrC2
SIN3B,BrC2
SKIV2L,BrC2
SLC12A7,BrC2
SLC13A3,BrC2
SLC26A10,BrC2
SLC26A11,BrC2
SLC26A6,BrC2
SLC27A1,BrC2
SLC35E2B,BrC2
SLC39A13,BrC2
SLC45A4,BrC2
SLC4A3,BrC2
SLC7A9,BrC2
SLC8B1,BrC2
SLC9A5,BrC2
SLX4,BrC2
SMARCA4,BrC2
SMG5,BrC2
SMG9,BrC2
SMO,BrC2
SMPD4,BrC2
SMYD2,BrC2
SMYD5,BrC2
SNAPC4,BrC2
SNRNP70,BrC2
SOX4,BrC2
SPG7,BrC2
SPNS1,BrC2
SPPL2B,BrC2
SPRN,BrC2
SRC,BrC2
SRF,BrC2
SRRM2,BrC2
SRRM5,BrC2
SRRT,BrC2
SSX2IP,BrC2
ST5,BrC2
STAT2,BrC2
STK11,BrC2
STK11IP,BrC2
STK36,BrC2
STON2,BrC2
STRADA,BrC2
STRC,BrC2
STX1A,BrC2
STX1B,BrC2
SUFU,BrC2
SUGP2,BrC2
SUPT5H,BrC2
SURF6,BrC2
SV2A,BrC2
SYMPK,BrC2
SYNGAP1,BrC2
TAF1C,BrC2
TAPBP,BrC2
TAZ,BrC2
TBC1D17,BrC2
TBC1D22B,BrC2
TBC1D24,BrC2
TBC1D25,BrC2
TBC1D3L,BrC2
TBX19,BrC2
TCF25,BrC2
TCF3,BrC2
TCOF1,BrC2
TEAD3,BrC2
TEPSIN,BrC2
TFAP2E,BrC2
TGIF1,BrC2
TGIF2,BrC2
THBS3,BrC2
THOC5,BrC2
TIGD1,BrC2
TIMM44,BrC2
TJAP1,BrC2
TLE2,BrC2
TLR5,BrC2
TM9SF4,BrC2
TMEM136,BrC2
TMEM138,BrC2
TMEM143,BrC2
TMEM144,BrC2
TMEM201,BrC2
TMEM240,BrC2
TMEM259,BrC2
TMEM63A,BrC2
TMEM63B,BrC2
TMEM86B,BrC2
TMEM94,BrC2
TMPRSS9,BrC2
TNFRSF14,BrC2
TNFRSF19,BrC2
TNRC18,BrC2
TONSL,BrC2
TOP1MT,BrC2
TOP3A,BrC2
TOP3B,BrC2
TP53,BrC2
TPCN1,BrC2
TRABD,BrC2
TRAF1,BrC2
TRAF2,BrC2
TRAP1,BrC2
TRAPPC2,BrC2
TRIL,BrC2
TRIM14,BrC2
TRIM27,BrC2
TRIM41,BrC2
TRIM59,BrC2
TRIM68,BrC2
TRIM73,BrC2
TRIM9,BrC2
TRIT1,BrC2
TRMT1,BrC2
TRMT2A,BrC2
TRMU,BrC2
TRNAU1AP,BrC2
TRPC4AP,BrC2
TSC2,BrC2
TTC23,BrC2
TTC31,BrC2
TTC9C,BrC2
TTLL11,BrC2
TTLL3,BrC2
TTLL4,BrC2
TUBG2,BrC2
TUBGCP2,BrC2
TUBGCP6,BrC2
TULP1,BrC2
TUT1,BrC2
TVP23A,BrC2
TXNRD3,BrC2
TYK2,BrC2
U2AF1L4,BrC2
U2AF2,BrC2
UAP1L1,BrC2
UBA1,BrC2
UBA7,BrC2
UBALD1,BrC2
UBAP1L,BrC2
UBAP2,BrC2
UBE2O,BrC2
UBE2Z,BrC2
UBQLN4,BrC2
UBXN11,BrC2
UCKL1,BrC2
UCN,BrC2
ULK1,BrC2
ULK3,BrC2
UNC13D,BrC2
UNC5CL,BrC2
UPF1,BrC2
UQCC1,BrC2
USF1,BrC2
USP11,BrC2
USP20,BrC2
VAMP1,BrC2
VAV2,BrC2
VGLL4,BrC2
VPS16,BrC2
VPS52,BrC2
VPS9D1,BrC2
VSIG8,BrC2
WDR19,BrC2
WDR45B,BrC2
WDR59,BrC2
WDR6,BrC2
WDR74,BrC2
WDR90,BrC2
WDR91,BrC2
WLS,BrC2
WNT5A,BrC2
WRAP73,BrC2
XPNPEP1,BrC2
XRCC3,BrC2
XYLT2,BrC2
YJEFN3,BrC2
YPEL3,BrC2
YPEL4,BrC2
YY1AP1,BrC2
ZBTB12,BrC2
ZBTB17,BrC2
ZBTB49,BrC2
ZBTB5,BrC2
ZC3H18,BrC2
ZC4H2,BrC2
ZDHHC14,BrC2
ZDHHC23,BrC2
ZFHX2,BrC2
ZFYVE27,BrC2
ZGPAT,BrC2
ZMIZ2,BrC2
ZMYM3,BrC2
ZMYND19,BrC2
ZNF133,BrC2
ZNF202,BrC2
ZNF248,BrC2
ZNF250,BrC2
ZNF263,BrC2
ZNF266,BrC2
ZNF276,BrC2
ZNF316,BrC2
ZNF334,BrC2
ZNF341,BrC2
ZNF362,BrC2
ZNF419,BrC2
ZNF496,BrC2
ZNF512B,BrC2
ZNF513,BrC2
ZNF517,BrC2
ZNF526,BrC2
ZNF558,BrC2
ZNF561,BrC2
ZNF586,BrC2
ZNF630,BrC2
ZNF667,BrC2
ZNF707,BrC2
ZNF710,BrC2
ZNF711,BrC2
ZNF738,BrC2
ZNF74,BrC2
ZNF76,BrC2
ZNF764,BrC2
ZNF783,BrC2
ZNF785,BrC2
ZNF787,BrC2
ZNF79,BrC2
ZNF862,BrC2
ZNF865,BrC2
ZNF93,BrC2
ZRSR2,BrC2
ZSWIM8,BrC2
AARSD1,BrC6
ABHD16A,BrC6
ABT1,BrC6
ACAA1,BrC6
ACOT8,BrC6
ACP1,BrC6
ACTL6A,BrC6
ACTR10,BrC6
ACTR6,BrC6
ADCK2,BrC6
AGTRAP,BrC6
AIMP1,BrC6
AKR1A1,BrC6
ALG1,BrC6
ALKBH1,BrC6
ALKBH3,BrC6
ALKBH7,BrC6
AP1S1,BrC6
APEH,BrC6
APEX1,BrC6
ARF5,BrC6
ARL16,BrC6
ARL3,BrC6
ARMCX6,BrC6
ARV1,BrC6
ASL,BrC6
ASPSCR1,BrC6
ATP5SL,BrC6
ATP6V0B,BrC6
ATP6V0D1,BrC6
ATP6V1G1,BrC6
ATPAF2,BrC6
ATPIF1,BrC6
ATXN10,BrC6
B9D1,BrC6
B9D2,BrC6
BCL2L12,BrC6
BCL7C,BrC6
BEX4,BrC6
BLOC1S4,BrC6
BOD1,BrC6
BOLA1,BrC6
BORCS6,BrC6
BSCL2,BrC6
BUD13,BrC6
C11orf1,BrC6
C11orf49,BrC6
C12orf10,BrC6
C14orf1,BrC6
C14orf79,BrC6
C19orf25,BrC6
C19orf48,BrC6
C19orf60,BrC6
C1orf109,BrC6
C2orf81,BrC6
C3orf33,BrC6
C6orf1,BrC6
C7orf50,BrC6
C9orf142,BrC6
CAMTA1,BrC6
CARD19,BrC6
CASP6,BrC6
CBWD2,BrC6
CBY1,BrC6
CCDC115,BrC6
CCDC12,BrC6
CCDC157,BrC6
CCDC71,BrC6
CCDC94,BrC6
CD2BP2,BrC6
CDCA4,BrC6
CDK5,BrC6
CDK7,BrC6
CDPF1,BrC6
CENPS,BrC6
CERS5,BrC6
CETN2,BrC6
CGRRF1,BrC6
CHCHD5,BrC6
CHCHD6,BrC6
CHID1,BrC6
CHMP1A,BrC6
CHMP6,BrC6
CHST10,BrC6
CLNS1A,BrC6
CMAS,BrC6
CNOT10,BrC6
CNPY2,BrC6
CNPY3,BrC6
COMMD1,BrC6
COMMD3,BrC6
COMMD4,BrC6
COMMD7,BrC6
COMT,BrC6
COPS4,BrC6
COPS5,BrC6
COPS7A,BrC6
COPZ1,BrC6
CORO1B,BrC6
CRADD,BrC6
CRCP,BrC6
CRIPT,BrC6
CSTF2,BrC6
CUTA,BrC6
CYB561D2,BrC6
CYB5R1,BrC6
CYHR1,BrC6
DALRD3,BrC6
DAP3,BrC6
DCPS,BrC6
DCTN3,BrC6
DDOST,BrC6
DEAF1,BrC6
DGCR6L,BrC6
DGUOK,BrC6
DIABLO,BrC6
DNAAF2,BrC6
DNAL4,BrC6
DPCD,BrC6
DPH5,BrC6
DPP7,BrC6
DPY30,BrC6
DUSP12,BrC6
DYNLT1,BrC6
DYRK4,BrC6
EEFSEC,BrC6
EFNA4,BrC6
EIF4A3,BrC6
ELAC1,BrC6
ELOF1,BrC6
ELP6,BrC6
EMC10,BrC6
EMC9,BrC6
EMID1,BrC6
ENKD1,BrC6
ENSA,BrC6
ERAL1,BrC6
ERCC1,BrC6
ERGIC3,BrC6
ERI3,BrC6
ERP29,BrC6
EXOSC1,BrC6
EXOSC7,BrC6
EXOSC8,BrC6
FAF1,BrC6
FAM103A1,BrC6
FAM104B,BrC6
FAM174A,BrC6
FAM98C,BrC6
FARS2,BrC6
FASTK,BrC6
FBXW9,BrC6
FKBPL,BrC6
FUNDC1,BrC6
GAMT,BrC6
GEMIN7,BrC6
GJC3,BrC6
GLOD4,BrC6
GLT8D1,BrC6
GPAA1,BrC6
GPKOW,BrC6
GPN1,BrC6
GPS1,BrC6
GRHPR,BrC6
GSTK1,BrC6
GSTZ1,BrC6
HAT1,BrC6
HDAC1,BrC6
HIST3H2A,BrC6
HMGCL,BrC6
HMGN1,BrC6
HNRNPL,BrC6
HSBP1,BrC6
HSD11B1L,BrC6
HSD17B8,BrC6
HSPB11,BrC6
IDH3B,BrC6
IDH3G,BrC6
IFT20,BrC6
IFT22,BrC6
IFT27,BrC6
IFT43,BrC6
IFT46,BrC6
IFT52,BrC6
IMMP1L,BrC6
INTS12,BrC6
ISCA2,BrC6
JMJD8,BrC6
KATNA1,BrC6
KATNB1,BrC6
KBTBD3,BrC6
KIAA1191,BrC6
KIAA2013,BrC6
LCMT1,BrC6
LIN7B,BrC6
LMAN2,BrC6
LMAN2L,BrC6
LRRC23,BrC6
LRRC29,BrC6
LRRC42,BrC6
LSM5,BrC6
LYRM2,BrC6
MACROD1,BrC6
MAGEF1,BrC6
MANBAL,BrC6
MARCKSL1,BrC6
MCAT,BrC6
MCEE,BrC6
MCRS1,BrC6
MDK,BrC6
MDP1,BrC6
MEAF6,BrC6
MED27,BrC6
METTL10,BrC6
METTL23,BrC6
MFAP1,BrC6
MFF,BrC6
MICU1,BrC6
MICU2,BrC6
MLST8,BrC6
MORN2,BrC6
MOSPD3,BrC6
MPI,BrC6
MPLKIP,BrC6
MPND,BrC6
MPV17,BrC6
MRFAP1L1,BrC6
MRM2,BrC6
MRM3,BrC6
MRPL2,BrC6
MRPL21,BrC6
MRPL38,BrC6
MRPL43,BrC6
MRPL48,BrC6
MRPL55,BrC6
MRPL57,BrC6
MRPS14,BrC6
MRPS18B,BrC6
MRPS21,BrC6
MRPS31,BrC6
MRPS35,BrC6
MRPS9,BrC6
MYCBP,BrC6
MYL6B,BrC6
MZT2B,BrC6
NABP2,BrC6
NAE1,BrC6
NAT14,BrC6
NAT6,BrC6
NCAPH2,BrC6
NDUFC1,BrC6
NENF,BrC6
NEU1,BrC6
NHLRC4,BrC6
NIF3L1,BrC6
NINJ1,BrC6
NME3,BrC6
NME7,BrC6
NMRAL1,BrC6
NR2C2AP,BrC6
NRSN2,BrC6
NSFL1C,BrC6
NSUN5,BrC6
NT5C,BrC6
NUDC,BrC6
NUDT16L1,BrC6
NUDT22,BrC6
NUP35,BrC6
NUP37,BrC6
OCIAD2,BrC6
OGFOD3,BrC6
ORC5,BrC6
OSCP1,BrC6
OTUB1,BrC6
OXLD1,BrC6
PAFAH1B3,BrC6
PAOX,BrC6
PCNA,BrC6
PDCD6,BrC6
PDRG1,BrC6
PEBP1,BrC6
PET100,BrC6
PEX11G,BrC6
PEX16,BrC6
PEX2,BrC6
PEX3,BrC6
PEX7,BrC6
PIGC,BrC6
PIGT,BrC6
PIH1D1,BrC6
PIN4,BrC6
PITHD1,BrC6
PKIB,BrC6
PLGRKT,BrC6
PLRG1,BrC6
PMF1,BrC6
PMVK,BrC6
POLB,BrC6
POLR2C,BrC6
POLR2G,BrC6
POLR3K,BrC6
POMGNT2,BrC6
PORCN,BrC6
PPA2,BrC6
PPIH,BrC6
PPP1R35,BrC6
PPP2R1A,BrC6
PPT1,BrC6
PRDX5,BrC6
PRKRA,BrC6
PRMT1,BrC6
PRPSAP2,BrC6
PRR19,BrC6
PSMD10,BrC6
PSPC1,BrC6
PUF60,BrC6
PUSL1,BrC6
QPCTL,BrC6
R3HCC1,BrC6
RAB1B,BrC6
RAE1,BrC6
RAF1,BrC6
RANGRF,BrC6
RBBP7,BrC6
RBM42,BrC6
RBM8A,BrC6
RFC3,BrC6
RFXANK,BrC6
RGS14,BrC6
RHBDD3,BrC6
RHBDL1,BrC6
RHNO1,BrC6
RITA1,BrC6
RNF114,BrC6
RNF167,BrC6
RNF185,BrC6
RNF187,BrC6
RNF25,BrC6
RNF5,BrC6
RNF8,BrC6
RNPS1,BrC6
RPA2,BrC6
RPL39L,BrC6
RPN2,BrC6
RPS6KB2,BrC6
RPUSD3,BrC6
RTCB,BrC6
RTFDC1,BrC6
RTN2,BrC6
SAAL1,BrC6
SARAF,BrC6
SCNM1,BrC6
SDF2,BrC6
SEC11C,BrC6
SEPHS1,BrC6
SERP2,BrC6
SF3B2,BrC6
SGTA,BrC6
SLC22A18,BrC6
SLC25A17,BrC6
SLC39A4,BrC6
SMARCB1,BrC6
SMCO4,BrC6
SMIM1,BrC6
SMPD2,BrC6
SMUG1,BrC6
SMYD3,BrC6
SNAPC2,BrC6
SNRNP25,BrC6
SNUPN,BrC6
SNX17,BrC6
SPAG16,BrC6
SPATA5L1,BrC6
SRP68,BrC6
SRRD,BrC6
SRSF9,BrC6
ST7L,BrC6
STK16,BrC6
STX18,BrC6
STYXL1,BrC6
SUMF2,BrC6
SUPT4H1,BrC6
SVIP,BrC6
SWI5,BrC6
SWSAP1,BrC6
TADA3,BrC6
TBC1D10A,BrC6
TBCB,BrC6
TBRG4,BrC6
TCTEX1D2,BrC6
TCTN1,BrC6
TCTN3,BrC6
TEX264,BrC6
TFPT,BrC6
THAP7,BrC6
TIMM10B,BrC6
TIMM17B,BrC6
TM2D1,BrC6
TM2D2,BrC6
TM9SF2,BrC6
TMBIM6,BrC6
TMCO1,BrC6
TMED3,BrC6
TMEM115,BrC6
TMEM121,BrC6
TMEM129,BrC6
TMEM134,BrC6
TMEM141,BrC6
TMEM179B,BrC6
TMEM183A,BrC6
TMEM185A,BrC6
TMEM186,BrC6
TMEM199,BrC6
TMEM203,BrC6
TMEM205,BrC6
TMEM216,BrC6
TMEM219,BrC6
TMEM222,BrC6
TMEM243,BrC6
TMEM5,BrC6
TMEM54,BrC6
TMEM59,BrC6
TMEM60,BrC6
TMEM69,BrC6
TMEM9,BrC6
TMEM9B,BrC6
TMUB1,BrC6
TRADD,BrC6
TRAPPC1,BrC6
TRAPPC2L,BrC6
TRAPPC3,BrC6
TRAPPC6A,BrC6
TREX1,BrC6
TRMT12,BrC6
TRMT61B,BrC6
TRPT1,BrC6
TRUB2,BrC6
TSEN34,BrC6
TSFM,BrC6
TSG101,BrC6
TSPAN31,BrC6
TSR2,BrC6
TSSC1,BrC6
TSTD1,BrC6
TTC27,BrC6
TTI2,BrC6
TTLL1,BrC6
TUFM,BrC6
UBL7,BrC6
UNC50,BrC6
UROD,BrC6
USP39,BrC6
USP5,BrC6
UTP18,BrC6
VAMP8,BrC6
VPS25,BrC6
VPS28,BrC6
VPS33B,BrC6
VPS37D,BrC6
VPS72,BrC6
VRK1,BrC6
WBSCR22,BrC6
WDR25,BrC6
WDR34,BrC6
WDR54,BrC6
WDR61,BrC6
WDR70,BrC6
WDR83OS,BrC6
WDYHV1,BrC6
XRCC6,BrC6
YAE1D1,BrC6
YDJC,BrC6
YEATS4,BrC6
YIPF2,BrC6
ZC3HC1,BrC6
ZCCHC17,BrC6
ZFPL1,BrC6
ZMAT2,BrC6
ZMAT5,BrC6
ZNF32,BrC6
ZNF410,BrC6
ZNF414,BrC6
ZNF428,BrC6
ZNF511,BrC6
ZNF622,BrC6
ZNF691,BrC6
ZNHIT2,BrC6
ZNHIT3,BrC6
AASDH,BrC13
ABHD10,BrC13
ADGRV1,BrC13
AGBL2,BrC13
ANKRD18A,BrC13
ANKRD31,BrC13
ANKRD49,BrC13
ARHGAP32,BrC13
ARHGEF28,BrC13
ARMCX5,BrC13
ASAH2B,BrC13
BBOF1,BrC13
BORCS5,BrC13
BTC,BrC13
BUB3,BrC13
C11orf54,BrC13
C15orf40,BrC13
C1orf101,BrC13
C1orf112,BrC13
C5orf63,BrC13
CCDC122,BrC13
CCDC138,BrC13
CCDC15,BrC13
CCDC158,BrC13
CCDC171,BrC13
CCDC191,BrC13
CCDC30,BrC13
CDNF,BrC13
