gene,community
CENPP,BrC13
CEP70,BrC13
CEP72,BrC13
CFAP43,BrC13
CFAP70,BrC13
CGNL1,BrC13
CHD6,BrC13
CMYA5,BrC13
COA1,BrC13
COG7,BrC13
COQ7,BrC13
CRNKL1,BrC13
CTAGE5,BrC13
CTPS2,BrC13
CYP2R1,BrC13
DCDC1,BrC13
DENND1B,BrC13
DET1,BrC13
DIS3L2,BrC13
DLEC1,BrC13
DNAH6,BrC13
DNAH7,BrC13
DNHD1,BrC13
DRC3,BrC13
DTWD2,BrC13
DUS4L,BrC13
DYNC2LI1,BrC13
ECHDC2,BrC13
ECT2,BrC13
EFCAB6,BrC13
EFCAB7,BrC13
ELP2,BrC13
EML5,BrC13
ENO4,BrC13
ENOSF1,BrC13
EPB41L5,BrC13
ERLIN2,BrC13
ERMARD,BrC13
ETFBKMT,BrC13
FAM169A,BrC13
FAM200B,BrC13
FAM84B,BrC13
FANCD2,BrC13
FANCL,BrC13
FBXL2,BrC13
FIG4,BrC13
FRK,BrC13
GAS2,BrC13
GOLGA8B,BrC13
GPR89B,BrC13
GTF2IRD2,BrC13
GTF2IRD2B,BrC13
HDHD2,BrC13
HEATR4,BrC13
HEMK1,BrC13
HFE,BrC13
HINT3,BrC13
HIST4H4,BrC13
HOMER1,BrC13
HSD17B3,BrC13
HYDIN,BrC13
HYKK,BrC13
IFT74,BrC13
IFT81,BrC13
IGF1R,BrC13
IQCE,BrC13
IRAK1BP1,BrC13
JAKMIP3,BrC13
KANSL3,BrC13
KCNMB3,BrC13
KIAA0391,BrC13
KIAA0556,BrC13
KIAA1328,BrC13
KIAA1549,BrC13
KIAA1671,BrC13
KIAA1958,BrC13
KIF13B,BrC13
LAMTOR3,BrC13
LDLRAD4,BrC13
LIG3,BrC13
LINC01125,BrC13
LMO7,BrC13
LONP2,BrC13
LRGUK,BrC13
LZTFL1,BrC13
MACROD2,BrC13
MAP3K1,BrC13
MAP3K13,BrC13
MED6,BrC13
METTL25,BrC13
MIPOL1,BrC13
MMP21,BrC13
MORF4L2,BrC13
MRPS30,BrC13
MSI2,BrC13
MTERF2,BrC13
MYO6,BrC13
NAA35,BrC13
NAALADL2,BrC13
NDC1,BrC13
NOXRED1,BrC13
NR6A1,BrC13
NSUN7,BrC13
NUP43,BrC13
OCIAD1,BrC13
ORC4,BrC13
P2RY4,BrC13
PACRGL,BrC13
PCDH7,BrC13
PCLO,BrC13
PDIK1L,BrC13
PDSS2,BrC13
PHF8,BrC13
PIGB,BrC13
PLEKHF2,BrC13
PMS2,BrC13
PRPF18,BrC13
PSTK,BrC13
RAD1,BrC13
RAD18,BrC13
RAD9B,BrC13
RALGPS1,BrC13
REPS1,BrC13
RFC5,BrC13
RGMB,BrC13
RNF144B,BrC13
RP4-816N1.8,BrC13
RPAIN,BrC13
RRAGB,BrC13
RSPH3,BrC13
RTKN2,BrC13
SAMD12,BrC13
SCGB2B2,BrC13
SCYL3,BrC13
SENP8,BrC13
SERAC1,BrC13
SERTAD4,BrC13
SETDB2,BrC13
SFMBT1,BrC13
SHTN1,BrC13
SLC11A2,BrC13
SLC23A1,BrC13
SLC25A12,BrC13
SLC25A14,BrC13
SLC25A40,BrC13
SLC35A1,BrC13
SMARCC1,BrC13
SPATA13,BrC13
SPATA46,BrC13
SPATA6L,BrC13
SPEF2,BrC13
SPICE1,BrC13
SRD5A1,BrC13
SRSF5,BrC13
STAMBP,BrC13
TADA1,BrC13
TARBP1,BrC13
TDP1,BrC13
TET3,BrC13
TEX9,BrC13
TLDC1,BrC13
TMEM232,BrC13
TMEM67,BrC13
TMTC2,BrC13
TRPV1,BrC13
TTC21A,BrC13
TTC30A,BrC13
TTC32,BrC13
TYW1,BrC13
UMAD1,BrC13
USP54,BrC13
VN1R1,BrC13
VPS50,BrC13
WBP2NL,BrC13
WDR27,BrC13
WDR88,BrC13
WDR92,BrC13
WDR93,BrC13
WNK3,BrC13
XKRX,BrC13
XPA,BrC13
ZIK1,BrC13
ZMAT1,BrC13
ZMYND8,BrC13
ZNF10,BrC13
ZNF107,BrC13
ZNF135,BrC13
ZNF138,BrC13
ZNF140,BrC13
ZNF154,BrC13
ZNF214,BrC13
ZNF226,BrC13
ZNF229,BrC13
ZNF233,BrC13
ZNF256,BrC13
ZNF274,BrC13
ZNF285,BrC13
ZNF311,BrC13
ZNF382,BrC13
ZNF418,BrC13
ZNF433,BrC13
ZNF439,BrC13
ZNF440,BrC13
ZNF544,BrC13
ZNF551,BrC13
ZNF555,BrC13
ZNF577,BrC13
ZNF582,BrC13
ZNF587,BrC13
ZNF594,BrC13
ZNF606,BrC13
ZNF607,BrC13
ZNF625,BrC13
ZNF649,BrC13
ZNF66,BrC13
ZNF662,BrC13
ZNF671,BrC13
ZNF680,BrC13
ZNF682,BrC13
ZNF69,BrC13
ZNF717,BrC13
ZNF730,BrC13
ZNF75A,BrC13
ZNF763,BrC13
ZNF776,BrC13
ZNF782,BrC13
ZNF789,BrC13
ZNF814,BrC13
ZNF827,BrC13
ZNF839,BrC13
ZNF90,BrC13
ZSCAN12,BrC13
ZSCAN9,BrC13
AASDHPPT,BrC1
ABCB7,BrC1
ABHD13,BrC1
ABHD17B,BrC1
ABR,BrC1
ACAP2,BrC1
ACVR2B,BrC1
ADAM10,BrC1
ADAM17,BrC1
ADAR,BrC1
ADAT1,BrC1
ADCY9,BrC1
ADD1,BrC1
ADD3,BrC1
ADSS,BrC1
AFTPH,BrC1
AGL,BrC1
AGO1,BrC1
AGO2,BrC1
AHCYL2,BrC1
AHNAK,BrC1
AKAP1,BrC1
AKAP11,BrC1
AKAP13,BrC1
AKAP8,BrC1
ALG11,BrC1
ALKBH8,BrC1
ALMS1,BrC1
AMMECR1L,BrC1
ANKH,BrC1
ANKHD1,BrC1
ANKRD12,BrC1
ANKRD13C,BrC1
ANKRD17,BrC1
ANKRD27,BrC1
ANKRD50,BrC1
ANP32E,BrC1
AP3B1,BrC1
AP4E1,BrC1
AP4S1,BrC1
API5,BrC1
APOOL,BrC1
APPL1,BrC1
AQR,BrC1
ARHGEF10,BrC1
ARHGEF12,BrC1
ARID1B,BrC1
ARID4B,BrC1
ARL1,BrC1
ARL14EP,BrC1
ARL8B,BrC1
ARMC1,BrC1
ARMCX1,BrC1
ARNT,BrC1
ARPIN,BrC1
ASCC3,BrC1
ATE1,BrC1
ATF1,BrC1
ATF2,BrC1
ATF6,BrC1
ATF7IP,BrC1
ATG12,BrC1
ATP10D,BrC1
ATP11B,BrC1
ATP2C1,BrC1
ATP5S,BrC1
ATP6V1A,BrC1
ATP6V1C1,BrC1
ATRX,BrC1
BACH2,BrC1
BBS7,BrC1
BBX,BrC1
BCL9,BrC1
BDP1,BrC1
BICC1,BrC1
BIRC2,BrC1
BLOC1S5,BrC1
BMI1,BrC1
BMPR1A,BrC1
BMT2,BrC1
BNIP2,BrC1
BOD1L1,BrC1
BORA,BrC1
BPTF,BrC1
BRAP,BrC1
BRD3,BrC1
BRD4,BrC1
BRD7,BrC1
BRMS1L,BrC1
BROX,BrC1
BTBD10,BrC1
BTBD3,BrC1
C10orf88,BrC1
C11orf57,BrC1
C12orf29,BrC1
C16orf52,BrC1
C16orf72,BrC1
C18orf8,BrC1
C20orf194,BrC1
C3orf38,BrC1
C5orf22,BrC1
C5orf51,BrC1
CADPS2,BrC1
CALD1,BrC1
CAMKK2,BrC1
CAPN7,BrC1
CAPRIN1,BrC1
CARMIL1,BrC1
CASC3,BrC1
CASC4,BrC1
CCDC117,BrC1
CCDC174,BrC1
CCDC25,BrC1
CCNK,BrC1
CCSER2,BrC1
CDADC1,BrC1
CDC40,BrC1
CDC5L,BrC1
CDC73,BrC1
CDK13,BrC1
CDK14,BrC1
CDK19,BrC1
CDK8,BrC1
CDKAL1,BrC1
CDKL5,BrC1
CDKN1B,BrC1
CDKN2AIP,BrC1
CDS2,BrC1
CDYL,BrC1
CEBPZ,BrC1
CEP104,BrC1
CEP120,BrC1
CEP295,BrC1
CEP350,BrC1
CEP63,BrC1
CEP76,BrC1
CEP85L,BrC1
CFAP97,BrC1
CGGBP1,BrC1
CHD9,BrC1
CHM,BrC1
CHML,BrC1
CHMP2B,BrC1
CIR1,BrC1
CKAP5,BrC1
CLASP1,BrC1
CLCC1,BrC1
CLDND1,BrC1
CMTM6,BrC1
CNNM2,BrC1
CNOT4,BrC1
CNOT6L,BrC1
CNOT7,BrC1
CNTLN,BrC1
CNTRL,BrC1
COG5,BrC1
COG6,BrC1
COMMD2,BrC1
COPB1,BrC1
COPB2,BrC1
CPNE3,BrC1
CRBN,BrC1
CREB1,BrC1
CREBRF,BrC1
CRTC3,BrC1
CRYZL1,BrC1
CSE1L,BrC1
CSNK2A1,BrC1
CSPP1,BrC1
CTSO,BrC1
CUL2,BrC1
CUL4B,BrC1
CWC22,BrC1
CWC27,BrC1
CWF19L2,BrC1
CXorf38,BrC1
CYB5R4,BrC1
CYFIP1,BrC1
DARS,BrC1
DAZAP2,BrC1
DBT,BrC1
DCAF5,BrC1
DCUN1D1,BrC1
DDX18,BrC1
DDX20,BrC1
DDX42,BrC1
DDX46,BrC1
DDX50,BrC1
DDX6,BrC1
DEK,BrC1
DENND1A,BrC1
DENND4C,BrC1
DENND5B,BrC1
DHFR2,BrC1
DHX29,BrC1
DHX36,BrC1
DHX40,BrC1
DHX9,BrC1
DIAPH1,BrC1
DIS3,BrC1
DISP1,BrC1
DNAH10OS,BrC1
DNAJA2,BrC1
DNAJC13,BrC1
DNAJC21,BrC1
DNAJC3,BrC1
DNAL1,BrC1
DNMBP,BrC1
DOCK7,BrC1
DPP8,BrC1
DPY19L4,BrC1
DPYD,BrC1
DR1,BrC1
DTWD1,BrC1
DTX3L,BrC1
DYM,BrC1
DYNC1I2,BrC1
DYNC1LI2,BrC1
DYNC2H1,BrC1
DYRK1A,BrC1
DZIP1,BrC1
EBAG9,BrC1
EDEM1,BrC1
EDEM3,BrC1
EEA1,BrC1
EFCAB14,BrC1
EFR3A,BrC1
EGFR,BrC1
EIF2AK2,BrC1
EIF2S3,BrC1
EIF4A2,BrC1
ELF1,BrC1
ELF2,BrC1
EMSY,BrC1
ENAH,BrC1
ENTPD7,BrC1
EP300,BrC1
EPB41,BrC1
EPC1,BrC1
EPC2,BrC1
EPN2,BrC1
ERBIN,BrC1
ERCC4,BrC1
ERCC5,BrC1
ERCC6L2,BrC1
ERLEC1,BrC1
ESCO1,BrC1
ESF1,BrC1
EVC,BrC1
EVC2,BrC1
EVI5,BrC1
EXOC2,BrC1
EXOC4,BrC1
EXOC6B,BrC1
EXOC8,BrC1
EXT2,BrC1
EZH1,BrC1
FAM120B,BrC1
FAM120C,BrC1
FAM122A,BrC1
FAM135A,BrC1
FAM13B,BrC1
FAM160B1,BrC1
FAM161A,BrC1
FAM171B,BrC1
FAM172A,BrC1
FAM175A,BrC1
FAM175B,BrC1
FAM208A,BrC1
FAM208B,BrC1
FAM217B,BrC1
FAM35A,BrC1
FAM46A,BrC1
FAM8A1,BrC1
FAM98B,BrC1
FASTKD2,BrC1
FAT4,BrC1
FBXL17,BrC1
FBXL3,BrC1
FBXL4,BrC1
FBXO11,BrC1
FBXO21,BrC1
FBXO30,BrC1
FBXO33,BrC1
FBXO38,BrC1
FBXO42,BrC1
FBXW2,BrC1
FCF1,BrC1
FCHO2,BrC1
FEM1B,BrC1
FER,BrC1
FGFR1OP2,BrC1
FIP1L1,BrC1
FKBP15,BrC1
FNBP1,BrC1
FOPNL,BrC1
FOXJ2,BrC1
FOXK1,BrC1
FOXO3B,BrC1
FOXP1,BrC1
FRYL,BrC1
FUBP3,BrC1
FXR1,BrC1
FYCO1,BrC1
G3BP2,BrC1
GAB1,BrC1
GABPA,BrC1
GABPB2,BrC1
GALC,BrC1
GALNT11,BrC1
GATS,BrC1
GCFC2,BrC1
GGNBP2,BrC1
GIGYF2,BrC1
GIT2,BrC1
GLTSCR1L,BrC1
GMEB1,BrC1
GMPS,BrC1
GNAQ,BrC1
GNPDA2,BrC1
GOLPH3,BrC1
GORAB,BrC1
GPATCH8,BrC1
GPBP1,BrC1
GTF2A1,BrC1
GTF2E1,BrC1
GTF2H1,BrC1
GTF2H3,BrC1
GTF2I,BrC1
GZF1,BrC1
H2AFV,BrC1
HACE1,BrC1
HAUS6,BrC1
HBP1,BrC1
HBS1L,BrC1
HCFC2,BrC1
HDAC4,BrC1
HDX,BrC1
HEATR5B,BrC1
HECA,BrC1
HELQ,BrC1
HELZ,BrC1
HERC1,BrC1
HERC3,BrC1
HERPUD2,BrC1
HIPK1,BrC1
HLF,BrC1
HMG20A,BrC1
HNRNPA0,BrC1
HNRNPH2,BrC1
HNRNPK,BrC1
HNRNPLL,BrC1
HNRNPR,BrC1
HOOK3,BrC1
HPS3,BrC1
IBTK,BrC1
ICK,BrC1
IDE,BrC1
IDS,BrC1
IFT57,BrC1
IGSF9B,BrC1
ING3,BrC1
INPP4A,BrC1
INPP5B,BrC1
INPP5F,BrC1
INSIG2,BrC1
INTS6,BrC1
INVS,BrC1
IPO8,BrC1
IPP,BrC1
IPPK,BrC1
IQGAP1,BrC1
IREB2,BrC1
ITCH,BrC1
ITFG1,BrC1
ITSN2,BrC1
IWS1,BrC1
JMY,BrC1
KANSL1L,BrC1
KAT6A,BrC1
KAT6B,BrC1
KCTD9,BrC1
KDM5A,BrC1
KDSR,BrC1
KHDRBS1,BrC1
KHNYN,BrC1
KIAA0232,BrC1
KIAA0430,BrC1
KIAA1109,BrC1
KIAA1143,BrC1
KIAA1147,BrC1
KIAA1551,BrC1
KIAA2022,BrC1
KIAA2026,BrC1
KIDINS220,BrC1
KIF13A,BrC1
KIF1B,BrC1
KIF20B,BrC1
KIF2A,BrC1
KIF3B,BrC1
KIF5B,BrC1
KIFAP3,BrC1
KLC1,BrC1
KLF12,BrC1
KLHL20,BrC1
KLHL24,BrC1
KLHL42,BrC1
KLHL7,BrC1
KMT2A,BrC1
KMT2C,BrC1
KMT2E,BrC1
KPNA6,BrC1
KRCC1,BrC1
KRIT1,BrC1
KRR1,BrC1
KTN1,BrC1
LAMP2,BrC1
LARP7,BrC1
LARS,BrC1
LATS1,BrC1
LCA5,BrC1
LCLAT1,BrC1
LCOR,BrC1
LCORL,BrC1
LEMD3,BrC1
LIN52,BrC1
LIN54,BrC1
LMAN1,BrC1
LMBR1,BrC1
LNPK,BrC1
LPCAT2,BrC1
LRCH3,BrC1
LRIG3,BrC1
LRP11,BrC1
LRP12,BrC1
LRPPRC,BrC1
LRRC40,BrC1
LRRC57,BrC1
LRRC58,BrC1
LRRK1,BrC1
LRRK2,BrC1
LSM11,BrC1
LSM14A,BrC1
LYSMD3,BrC1
MACF1,BrC1
MAGT1,BrC1
MALT1,BrC1
MAML2,BrC1
MAML3,BrC1
MAN2A1,BrC1
MANBA,BrC1
MAPK14,BrC1
MAPK9,BrC1
MARK3,BrC1
MAT2B,BrC1
MBD5,BrC1
MCC,BrC1
MCPH1,BrC1
MECP2,BrC1
MED12,BrC1
MED13,BrC1
MED13L,BrC1
MEF2D,BrC1
MEIS1,BrC1
METTL14,BrC1
METTL4,BrC1
METTL8,BrC1
MEX3C,BrC1
MFSD11,BrC1
MFSD14B,BrC1
MIER1,BrC1
MIGA1,BrC1
MINDY3,BrC1
MIS18BP1,BrC1
MKLN1,BrC1
MLLT10,BrC1
MOB1A,BrC1
MOB3B,BrC1
MOB4,BrC1
MORC3,BrC1
MPHOSPH10,BrC1
MPHOSPH8,BrC1
MR1,BrC1
MSANTD4,BrC1
MSL2,BrC1
MTM1,BrC1
MTMR3,BrC1
MTMR6,BrC1
MTRR,BrC1
MXI1,BrC1
MYNN,BrC1
MYO18A,BrC1
MYO9A,BrC1
MYOF,BrC1
NBAS,BrC1
NBEA,BrC1
NBN,BrC1
NBR1,BrC1
NCOA1,BrC1
NCOA3,BrC1
NCOR1,BrC1
NDFIP1,BrC1
NEDD4,BrC1
NEK1,BrC1
NEK4,BrC1
NEK9,BrC1
NEMF,BrC1
NEMP2,BrC1
NF1,BrC1
NFAT5,BrC1
NFYB,BrC1
NGLY1,BrC1
NHS,BrC1
NIPBL,BrC1
NKAP,BrC1
NMD3,BrC1
NME9,BrC1
NOL11,BrC1
NOL8,BrC1
NOL9,BrC1
NOM1,BrC1
NOTCH2,BrC1
NPEPPS,BrC1
NPHP3,BrC1
NR1D2,BrC1
NR3C2,BrC1
NSRP1,BrC1
NSUN4,BrC1
NT5C2,BrC1
NUB1,BrC1
NUCKS1,BrC1
NUDT21,BrC1
NUDT3,BrC1
NUMB,BrC1
NUP54,BrC1
NUP98,BrC1
NXF1,BrC1
OCRL,BrC1
OPA1,BrC1
ORC3,BrC1
OSBPL9,BrC1
OTUD4,BrC1
OTUD7B,BrC1
OXR1,BrC1
OXSR1,BrC1
PAFAH1B1,BrC1
PALLD,BrC1
PAPD5,BrC1
PAPLN,BrC1
PAPOLA,BrC1
PAPOLG,BrC1
PARP4,BrC1
PARP9,BrC1
PATL1,BrC1
PBX1,BrC1
PCF11,BrC1
PCGF5,BrC1
PCM1,BrC1
PCMTD1,BrC1
PCNP,BrC1
PCNT,BrC1
PCNX1,BrC1
PDCD6IP,BrC1
PDK3,BrC1
PDP1,BrC1
PDS5A,BrC1
PDS5B,BrC1
PELI2,BrC1
PGGT1B,BrC1
PGM2L1,BrC1
PHAX,BrC1
PHF2,BrC1
PHF20,BrC1
PHKB,BrC1
PHLPP2,BrC1
PIAS1,BrC1
PIGK,BrC1
PIK3C2A,BrC1
PIK3C3,BrC1
PIK3CB,BrC1
PIK3R1,BrC1
PIKFYVE,BrC1
PJA2,BrC1
PLAA,BrC1
PLCB4,BrC1
PLD1,BrC1
PLEKHA2,BrC1
PLEKHA3,BrC1
PLEKHA5,BrC1
PLEKHM3,BrC1
POLA1,BrC1
POLD3,BrC1
POLK,BrC1
POLR3F,BrC1
POM121C,BrC1
PPM1A,BrC1
PPP1CB,BrC1
PPP1CC,BrC1
PPP1R12A,BrC1
PPP1R12B,BrC1
PPP1R2,BrC1
PPP1R21,BrC1
PPP2R5C,BrC1
PPP2R5E,BrC1
PPP3CB,BrC1
PPP4R1,BrC1
PPP4R2,BrC1
PPP4R3B,BrC1
PRDM2,BrC1
PRDM4,BrC1
PRKAA1,BrC1
PRKAB2,BrC1
PRKACB,BrC1
PRKD3,BrC1
PRPF40A,BrC1
PRRC1,BrC1
PRRC2C,BrC1
PSEN1,BrC1
PSIP1,BrC1
PTCH1,BrC1
PTK2,BrC1
PTPN13,BrC1
PTPN14,BrC1
PTPN21,BrC1
PTPN9,BrC1
PTPRA,BrC1
PUM2,BrC1
PURB,BrC1
PWWP2A,BrC1
PYGO1,BrC1
PYROXD1,BrC1
QTRT2,BrC1
RAB11FIP2,BrC1
RAB14,BrC1
RAB22A,BrC1
RAB28,BrC1
RAB30,BrC1
RAB3GAP2,BrC1
RABGAP1,BrC1
RAD17,BrC1
RAD21,BrC1
RAD50,BrC1
RALBP1,BrC1
RALGAPA1,BrC1
RALGAPB,BrC1
RANBP2,BrC1
RANBP9,BrC1
RARS,BrC1
RB1CC1,BrC1
RBBP5,BrC1
RBFOX2,BrC1
RBL1,BrC1
RBL2,BrC1
RBM12,BrC1
RBM27,BrC1
RBM43,BrC1
RBMXL1,BrC1
RBSN,BrC1
RC3H2,BrC1
RERE,BrC1
REST,BrC1
RFWD2,BrC1
RFWD3,BrC1
RFXAP,BrC1
RHBDD1,BrC1
RHOT1,BrC1
RIF1,BrC1
RIN2,BrC1
RIOK2,BrC1
RNF111,BrC1
RNF13,BrC1
RNF146,BrC1
RNF168,BrC1
RNF169,BrC1
RNF20,BrC1
RNF213,BrC1
RNF217,BrC1
RNF219,BrC1
RNF38,BrC1
RNGTT,BrC1
ROCK1,BrC1
ROR1,BrC1
RPP14,BrC1
RPRD1B,BrC1
RPS6KB1,BrC1
RRM2B,BrC1
RSBN1,BrC1
RSF1,BrC1
RSRC1,BrC1
RTF1,BrC1
RUBCN,BrC1
RWDD4,BrC1
RYBP,BrC1
RYK,BrC1
SACM1L,BrC1
SACS,BrC1
SAMD4B,BrC1
SATB1,BrC1
SAV1,BrC1
SCAF4,BrC1
SCAMP1,BrC1
SCAPER,BrC1
SCARB2,BrC1
SCFD1,BrC1
SCRN1,BrC1
SEC23IP,BrC1
SEC31A,BrC1
SEC63,BrC1
SECISBP2L,BrC1
SENP1,BrC1
SENP2,BrC1
SET,BrC1
SETBP1,BrC1
SETD2,BrC1
SGCE,BrC1
SGMS1,BrC1
SHPRH,BrC1
SIK3,BrC1
SIMC1,BrC1
SIRT1,BrC1
SKIV2L2,BrC1
SLC12A6,BrC1
SLC15A4,BrC1
SLC30A5,BrC1
SLC30A6,BrC1
SLC35A5,BrC1
SLC35B3,BrC1
SLC35D1,BrC1
SLC37A3,BrC1
SLC38A9,BrC1
SLC39A10,BrC1
SLK,BrC1
SLTM,BrC1
SLU7,BrC1
SMAD2,BrC1
SMAD4,BrC1
SMAD5,BrC1
SMARCA5,BrC1
SMARCE1,BrC1
SMC2,BrC1
SMC4,BrC1
SMC6,BrC1
SMG7,BrC1
SMNDC1,BrC1
SMU1,BrC1
SNAP23,BrC1
SNTB2,BrC1
SNW1,BrC1
SNX1,BrC1
SNX14,BrC1
SNX30,BrC1
SNX33,BrC1
SNX4,BrC1
SOCS6,BrC1
SOGA1,BrC1
SOX13,BrC1
SP2,BrC1
SP3,BrC1
SP4,BrC1
SPAST,BrC1
SPG20,BrC1
SPOP,BrC1
SPRTN,BrC1
SPTAN1,BrC1
SPTLC1,BrC1
SPTY2D1,BrC1
SRBD1,BrC1
SREK1IP1,BrC1
SRP54,BrC1
SRP72,BrC1
SRSF8,BrC1
SSBP2,BrC1
SSFA2,BrC1
ST7,BrC1
STAG1,BrC1
STAG2,BrC1
STAM,BrC1
STAM2,BrC1
STAT5B,BrC1
STAU1,BrC1
STT3B,BrC1
STXBP3,BrC1
STXBP4,BrC1
SUGT1,BrC1
SUZ12,BrC1
SVIL,BrC1
SWT1,BrC1
SYDE2,BrC1
SYNCRIP,BrC1
SYNE2,BrC1
SYNJ1,BrC1
SYNJ2BP,BrC1
SYPL1,BrC1
TAB2,BrC1
TAF1,BrC1
TAF15,BrC1
TAF2,BrC1
TAF3,BrC1
TAF7,BrC1
TAF9B,BrC1
TAOK3,BrC1
TARSL2,BrC1
TAX1BP1,BrC1
TBC1D12,BrC1
TBC1D20,BrC1
TBC1D23,BrC1
TBC1D5,BrC1
TBC1D8B,BrC1
TBCCD1,BrC1
TBK1,BrC1
TBL1X,BrC1
TCAF1,BrC1
TCEA1,BrC1
TCF12,BrC1
TCP11L2,BrC1
TDRD3,BrC1
TDRD7,BrC1
TEP1,BrC1
TERF1,BrC1
TERF2,BrC1
TERF2IP,BrC1
TFAM,BrC1
TFDP2,BrC1
TGS1,BrC1
THAP5,BrC1
THOC2,BrC1
THRB,BrC1
TIPRL,BrC1
TLE4,BrC1
TLK2,BrC1
TM2D3,BrC1
TM9SF3,BrC1
TMEM106B,BrC1
TMEM110,BrC1
TMEM117,BrC1
TMEM123,BrC1
TMEM131,BrC1
TMEM167B,BrC1
TMEM170A,BrC1
TMEM184C,BrC1
TMEM209,BrC1
TMEM248,BrC1
TMEM30A,BrC1
TMEM57,BrC1
TMOD2,BrC1
TMTC3,BrC1
TMX3,BrC1
TMX4,BrC1
TNPO1,BrC1
TNPO3,BrC1
TOGARAM1,BrC1
TOP1,BrC1
TOP2B,BrC1
TOPBP1,BrC1
TOPORS,BrC1
TOR1AIP1,BrC1
TOX4,BrC1
TP53BP2,BrC1
TRAF3IP1,BrC1
TRAF6,BrC1
TRAK1,BrC1
TRAPPC8,BrC1
TRIM23,BrC1
TRIM24,BrC1
TRIM37,BrC1
TRIQK,BrC1
TRMT1L,BrC1
TRMT5,BrC1
TRNT1,BrC1
TSN,BrC1
TTBK2,BrC1
TTC28,BrC1
TTC3,BrC1
TTC33,BrC1
TTF1,BrC1
TUBGCP3,BrC1
TULP3,BrC1
TWISTNB,BrC1
TXNDC16,BrC1
TYW3,BrC1
UBA3,BrC1
UBE2G1,BrC1
UBE2K,BrC1
UBE4A,BrC1
UBL3,BrC1
UBQLN2,BrC1
UBR1,BrC1
UBR2,BrC1
UBR5,BrC1
UBR7,BrC1
UBTD2,BrC1
UBXN4,BrC1
UBXN7,BrC1
UEVLD,BrC1
UHRF1BP1L,BrC1
UIMC1,BrC1
ULK2,BrC1
UNC13B,BrC1
UPF2,BrC1
UPRT,BrC1
URI1,BrC1
USF3,BrC1
USP1,BrC1
USP10,BrC1
USP16,BrC1
USP25,BrC1
USP32,BrC1
USP37,BrC1
USP38,BrC1
USP4,BrC1
USP42,BrC1
USP51,BrC1
USP8,BrC1
UTP14C,BrC1
UTP23,BrC1
VAPA,BrC1
VCPIP1,BrC1
VEZF1,BrC1
VHL,BrC1
VMA21,BrC1
VPS13B,BrC1
VPS13C,BrC1
VPS26A,BrC1
VPS35,BrC1
VPS41,BrC1
VPS4B,BrC1
VPS54,BrC1
VRK2,BrC1
VTA1,BrC1
WAC,BrC1
WAPL,BrC1
WASHC2A,BrC1
WASHC2C,BrC1
WASHC4,BrC1
WASHC5,BrC1
WASL,BrC1
WBP11,BrC1
WBP4,BrC1
WDR20,BrC1
WDR26,BrC1
WDR36,BrC1
WDR44,BrC1
WDR47,BrC1
WDR48,BrC1
WDR60,BrC1
WDR7,BrC1
WHAMM,BrC1
WWC2,BrC1
WWC3,BrC1
WWP1,BrC1
XIAP,BrC1
XPR1,BrC1
XRCC5,BrC1
XRN2,BrC1
YAP1,BrC1
YIPF4,BrC1
YIPF6,BrC1
YLPM1,BrC1
YME1L1,BrC1
YTHDF3,BrC1
YWHAQ,BrC1
ZBED6,BrC1
ZBTB11,BrC1
ZBTB14,BrC1
ZBTB2,BrC1
ZBTB20,BrC1
ZBTB38,BrC1
ZBTB4,BrC1
ZBTB44,BrC1
ZBTB6,BrC1
ZC3H7A,BrC1
ZC3HAV1,BrC1
ZCCHC11,BrC1
ZCCHC14,BrC1
ZCCHC7,BrC1
ZDBF2,BrC1
ZDHHC15,BrC1
ZDHHC20,BrC1
ZFAND1,BrC1
ZFP1,BrC1
ZFP91,BrC1
ZFX,BrC1
