gene,community
ZFYVE1,BrC1
ZFYVE16,BrC1
ZHX2,BrC1
ZMIZ1,BrC1
ZMYND11,BrC1
ZNF131,BrC1
ZNF134,BrC1
ZNF143,BrC1
ZNF146,BrC1
ZNF148,BrC1
ZNF197,BrC1
ZNF221,BrC1
ZNF24,BrC1
ZNF264,BrC1
ZNF28,BrC1
ZNF322,BrC1
ZNF347,BrC1
ZNF354A,BrC1
ZNF354C,BrC1
ZNF37A,BrC1
ZNF395,BrC1
ZNF426,BrC1
ZNF468,BrC1
ZNF470,BrC1
ZNF501,BrC1
ZNF507,BrC1
ZNF510,BrC1
ZNF521,BrC1
ZNF532,BrC1
ZNF569,BrC1
ZNF570,BrC1
ZNF592,BrC1
ZNF595,BrC1
ZNF597,BrC1
ZNF614,BrC1
ZNF624,BrC1
ZNF638,BrC1
ZNF639,BrC1
ZNF669,BrC1
ZNF677,BrC1
ZNF699,BrC1
ZNF704,BrC1
ZNF765,BrC1
ZNF805,BrC1
ZNF813,BrC1
ZNF829,BrC1
ZNF845,BrC1
ZNF850,BrC1
ZNHIT6,BrC1
ZNRF3,BrC1
ZRANB1,BrC1
ZXDA,BrC1
ZXDB,BrC1
AATF,BrC11
ABCE1,BrC11
ABCF1,BrC11
ABCF2,BrC11
ACTR1A,BrC11
ADRM1,BrC11
ADSL,BrC11
AEN,BrC11
AGPAT5,BrC11
AHSA1,BrC11
AIMP2,BrC11
ALG3,BrC11
AMD1,BrC11
ARF1,BrC11
ARF4,BrC11
ARFGAP3,BrC11
ARHGDIA,BrC11
ARMC6,BrC11
ARPC5L,BrC11
ATAD3A,BrC11
ATP1B3,BrC11
B4GALT5,BrC11
BCCIP,BrC11
BEND3,BrC11
BMS1,BrC11
BOLA3,BrC11
BOP1,BrC11
BRIX1,BrC11
BYSL,BrC11
BZW1,BrC11
BZW2,BrC11
C1QBP,BrC11
CAPN15,BrC11
CCDC47,BrC11
CCDC86,BrC11
CCT2,BrC11
CCT3,BrC11
CCT5,BrC11
CCT6A,BrC11
CCT7,BrC11
CCT8,BrC11
CD3EAP,BrC11
CIAPIN1,BrC11
CMSS1,BrC11
COA7,BrC11
CTPS1,BrC11
CTU2,BrC11
DAZAP1,BrC11
DCAF13,BrC11
DCUN1D5,BrC11
DDX10,BrC11
DDX19A,BrC11
DDX21,BrC11
DESI1,BrC11
DHX33,BrC11
DHX37,BrC11
DIMT1,BrC11
DKC1,BrC11
DNAJC2,BrC11
DNAJC25,BrC11
DNTTIP2,BrC11
DOHH,BrC11
DOT1L,BrC11
DPH2,BrC11
DPP3,BrC11
E2F4,BrC11
EBNA1BP2,BrC11
ECE2,BrC11
EEF2KMT,BrC11
EI24,BrC11
EIF1AX,BrC11
EIF2S1,BrC11
EIF2S2,BrC11
EIF3B,BrC11
EIF3J,BrC11
EIF4A1,BrC11
EIF4E,BrC11
EIF4G1,BrC11
EIF5A,BrC11
ENO1,BrC11
ETF1,BrC11
FAM57A,BrC11
FARSA,BrC11
FARSB,BrC11
FPGS,BrC11
FTSJ1,BrC11
FXN,BrC11
G3BP1,BrC11
GARS,BrC11
GART,BrC11
GATAD2A,BrC11
GFM1,BrC11
GLRX3,BrC11
GNL2,BrC11
GNL3,BrC11
GNPNAT1,BrC11
GORASP2,BrC11
GPATCH4,BrC11
GRPEL1,BrC11
GRWD1,BrC11
GSPT1,BrC11
GTF3C6,BrC11
GTPBP4,BrC11
HEATR1,BrC11
HGH1,BrC11
HK1,BrC11
HM13,BrC11
HNRNPAB,BrC11
HNRNPF,BrC11
HPRT1,BrC11
HSP90AB1,BrC11
HSPA4,BrC11
HSPA9,BrC11
HSPD1,BrC11
HSPE1,BrC11
HYOU1,BrC11
IARS,BrC11
IDH3A,BrC11
IFRD2,BrC11
ILF2,BrC11
IMP4,BrC11
IPO4,BrC11
IPO7,BrC11
IRAK1,BrC11
KARS,BrC11
KDELR2,BrC11
KPNB1,BrC11
LAPTM4B,BrC11
LARP4,BrC11
LDHA,BrC11
LMNB2,BrC11
LRRC59,BrC11
LSM12,BrC11
LTV1,BrC11
LYAR,BrC11
MAK16,BrC11
MAPKAPK2,BrC11
MARS,BrC11
MARS2,BrC11
MCMBP,BrC11
METTL1,BrC11
MRPL15,BrC11
MRPL3,BrC11
MRPL4,BrC11
MRTO4,BrC11
MT2A,BrC11
MTHFD1L,BrC11
NAA15,BrC11
NAA50,BrC11
NACC1,BrC11
NAMPT,BrC11
NARS,BrC11
NAT10,BrC11
NCBP2,BrC11
NCL,BrC11
NCLN,BrC11
NDUFAF4,BrC11
NIFK,BrC11
NIP7,BrC11
NIPA2,BrC11
NLE1,BrC11
NLN,BrC11
NME1,BrC11
NOL10,BrC11
NOL6,BrC11
NOLC1,BrC11
NOP14,BrC11
NOP16,BrC11
NOP2,BrC11
NOP56,BrC11
NOP58,BrC11
NTMT1,BrC11
NUP88,BrC11
NUS1,BrC11
NUTF2,BrC11
OGFOD1,BrC11
OSMR,BrC11
PA2G4,BrC11
PAICS,BrC11
PAK1IP1,BrC11
PANX1,BrC11
PDCD11,BrC11
PDE12,BrC11
PDF,BrC11
PDSS1,BrC11
PES1,BrC11
PFAS,BrC11
PFDN2,BrC11
PGAM1,BrC11
PGAM5,BrC11
PGK1,BrC11
PHC2,BrC11
PIGW,BrC11
PINX1,BrC11
PITPNB,BrC11
PMM2,BrC11
PNO1,BrC11
PNPT1,BrC11
POLD2,BrC11
POLR1A,BrC11
POLR1C,BrC11
POLR2D,BrC11
POLR3D,BrC11
POP1,BrC11
PPAN,BrC11
PPIL1,BrC11
PPM1G,BrC11
PPRC1,BrC11
PRKDC,BrC11
PRPS1,BrC11
PSMC2,BrC11
PSMC4,BrC11
PSMD1,BrC11
PSMD11,BrC11
PSMD12,BrC11
PSMD14,BrC11
PSMD2,BrC11
PSMD6,BrC11
PSMD7,BrC11
PSME3,BrC11
PSMG1,BrC11
PTRH2,BrC11
PUM3,BrC11
PUS1,BrC11
PUS7,BrC11
PVR,BrC11
PWP1,BrC11
QSOX2,BrC11
RABGGTB,BrC11
RAN,BrC11
RIOK1,BrC11
RNF4,BrC11
RPF2,BrC11
RPL7L1,BrC11
RPN1,BrC11
RPP40,BrC11
RRP1,BrC11
RRP12,BrC11
RRP15,BrC11
RRP1B,BrC11
RRP36,BrC11
RRP9,BrC11
RRS1,BrC11
RUVBL1,BrC11
SBNO2,BrC11
SDCCAG3,BrC11
SEC61A1,BrC11
SEH1L,BrC11
SELENOS,BrC11
SERBP1,BrC11
SLC25A22,BrC11
SLC25A32,BrC11
SLC25A5,BrC11
SLC7A1,BrC11
SMIM12,BrC11
SNRPB,BrC11
SNRPD1,BrC11
SRFBP1,BrC11
SRM,BrC11
SRP19,BrC11
SRPRB,BrC11
SRXN1,BrC11
STAT3,BrC11
STIP1,BrC11
STRAP,BrC11
SURF4,BrC11
SUV39H2,BrC11
TAF1D,BrC11
TARS,BrC11
TCP1,BrC11
TIMM17A,BrC11
TIMM23,BrC11
TIMM8A,BrC11
TMEM185B,BrC11
TMX2,BrC11
TNIP2,BrC11
TOMM40,BrC11
TOMM40L,BrC11
TP53RK,BrC11
TPI1,BrC11
TRMT6,BrC11
TRMT61A,BrC11
TSR1,BrC11
TUBA1C,BrC11
TUBB4B,BrC11
TWNK,BrC11
UAP1,BrC11
UBE2D3,BrC11
UBE2G2,BrC11
UBE2N,BrC11
UBQLN1,BrC11
UCK2,BrC11
URB1,BrC11
URB2,BrC11
USB1,BrC11
UTP11,BrC11
UTP14A,BrC11
UTP20,BrC11
UTP4,BrC11
VARS,BrC11
VCP,BrC11
VDAC1,BrC11
WDR12,BrC11
WDR3,BrC11
WDR4,BrC11
WDR43,BrC11
WDR46,BrC11
WDR77,BrC11
WIZ,BrC11
XPO5,BrC11
XPOT,BrC11
YARS,BrC11
YKT6,BrC11
YRDC,BrC11
ZC3H15,BrC11
ZDHHC9,BrC11
ZNF598,BrC11
ZPR1,BrC11
ABC13-47488600E17.1,BrC24
ACTR3B,BrC24
ADGRA3,BrC24
ADORA1,BrC24
ANXA8L1,BrC24
APBA1,BrC24
ATL2,BrC24
ATP13A4,BrC24
ATP13A5,BrC24
ATP6V1B1,BrC24
B3GALT5,BrC24
B3GNT3,BrC24
C10orf90,BrC24
C15orf52,BrC24
C19orf57,BrC24
C1orf116,BrC24
C2orf88,BrC24
CARD11,BrC24
CARD9,BrC24
CCDC88B,BrC24
CCL28,BrC24
CDCA7L,BrC24
CELF5,BrC24
CHRM1,BrC24
CHST9,BrC24
CITED4,BrC24
CLDN8,BrC24
CMTM7,BrC24
COBL,BrC24
CX3CL1,BrC24
DAPP1,BrC24
DSC2,BrC24
DTNB,BrC24
EFNA5,BrC24
EGF,BrC24
EHF,BrC24
ELF5,BrC24
ENTPD6,BrC24
EPCAM,BrC24
EPHB3,BrC24
ERN1,BrC24
EYA2,BrC24
F2RL1,BrC24
FA2H,BrC24
FAM167A,BrC24
FAM3D,BrC24
FBN3,BrC24
FOXI1,BrC24
FUT9,BrC24
GABRP,BrC24
GGA2,BrC24
GRAMD2,BrC24
HPS5,BrC24
HS3ST4,BrC24
KCNC4,BrC24
KCNN4,BrC24
KCNQ4,BrC24
KCTD14,BrC24
KIT,BrC24
KLF5,BrC24
KLK5,BrC24
KLK6,BrC24
KLK7,BrC24
KLK8,BrC24
KRT15,BrC24
LRRC4C,BrC24
LRRN2,BrC24
MAP3K21,BrC24
NALCN,BrC24
NDRG2,BrC24
NEURL3,BrC24
NFKBIZ,BrC24
NIPAL1,BrC24
NRG3,BrC24
OFD1,BrC24
OSBPL3,BrC24
PADI2,BrC24
PDE7A,BrC24
PLCH1,BrC24
PLEKHB1,BrC24
PLEKHS1,BrC24
PLPP2,BrC24
POLR2F,BrC24
PPP1R14C,BrC24
PROM1,BrC24
PTCHD1,BrC24
PYROXD2,BrC24
RAB36,BrC24
RASAL1,BrC24
RASGEF1C,BrC24
RASL10A,BrC24
ROPN1,BrC24
ROPN1B,BrC24
RUNX3,BrC24
SLC13A2,BrC24
SLC5A1,BrC24
SLC6A14,BrC24
SLFN13,BrC24
SOX8,BrC24
SPATA18,BrC24
ST8SIA1,BrC24
STX19,BrC24
TGFA,BrC24
TMEM71,BrC24
TMPRSS2,BrC24
TPD52L1,BrC24
TRIM2,BrC24
TTYH1,BrC24
UGT8,BrC24
VDR,BrC24
VGLL1,BrC24
WNK2,BrC24
ZNF774,BrC24
ABCA5,BrC3
ABHD18,BrC3
ABI1,BrC3
ACVR2A,BrC3
ADAT2,BrC3
ADNP2,BrC3
AEBP2,BrC3
AFDN,BrC3
AFF4,BrC3
AGAP9,BrC3
AGO3,BrC3
AGO4,BrC3
AHI1,BrC3
AKAP9,BrC3
ALG10,BrC3
ALG10B,BrC3
AMY2B,BrC3
ANGEL2,BrC3
ANKAR,BrC3
ANKLE2,BrC3
ANKRA2,BrC3
ANKRD26,BrC3
ANKRD36,BrC3
ANKRD36B,BrC3
ANKRD36C,BrC3
ANKRD61,BrC3
AP1AR,BrC3
AP1G1,BrC3
APAF1,BrC3
APH1B,BrC3
ARAP2,BrC3
ARF6,BrC3
ARFGEF1,BrC3
ARFGEF2,BrC3
ARHGAP12,BrC3
ARHGAP5,BrC3
ARID2,BrC3
ARID4A,BrC3
ARIH1,BrC3
ARMCX4,BrC3
ASB14,BrC3
ASXL1,BrC3
ATAD1,BrC3
ATAD2B,BrC3
ATAD5,BrC3
ATG14,BrC3
ATG2B,BrC3
ATM,BrC3
ATP2B1,BrC3
ATP6V0A2,BrC3
ATXN3,BrC3
ATXN7,BrC3
AVL9,BrC3
B3GAT2,BrC3
B3GNT2,BrC3
B4GALT4,BrC3
BARD1,BrC3
BAZ1A,BrC3
BAZ2A,BrC3
BAZ2B,BrC3
BBIP1,BrC3
BCLAF1,BrC3
BCO2,BrC3
BEAN1,BrC3
BRAF,BrC3
BRWD1,BrC3
BRWD3,BrC3
BTAF1,BrC3
C12orf66,BrC3
C1orf27,BrC3
C1orf52,BrC3
C2CD5,BrC3
C3orf35,BrC3
C4orf46,BrC3
C5orf15,BrC3
C5orf42,BrC3
C6orf201,BrC3
C9orf72,BrC3
CAAP1,BrC3
CACUL1,BrC3
CAND1,BrC3
CAPS2,BrC3
CARF,BrC3
CASD1,BrC3
CBFB,BrC3
CBX5,BrC3
CCAR1,BrC3
CCDC112,BrC3
CCDC146,BrC3
CCDC186,BrC3
CCDC84,BrC3
CCDC85C,BrC3
CCDC91,BrC3
CCDC93,BrC3
CCNC,BrC3
CCNT1,BrC3
CCNT2,BrC3
CCP110,BrC3
CCSAP,BrC3
CD2AP,BrC3
CD46,BrC3
CDC42SE2,BrC3
CEBPZOS,BrC3
CELF1,BrC3
CENPC,BrC3
CEP135,BrC3
CEP290,BrC3
CEP57,BrC3
CEP83,BrC3
CEP95,BrC3
CEPT1,BrC3
CFAP69,BrC3
CHD1,BrC3
CHD2,BrC3
CHIC1,BrC3
CHRM5,BrC3
CIPC,BrC3
CLASP2,BrC3
CLCN6,BrC3
CLDN20,BrC3
CLEC2D,BrC3
CLINT1,BrC3
CLK1,BrC3
CLK4,BrC3
CLMN,BrC3
CLN5,BrC3
CLN8,BrC3
CNOT2,BrC3
CNOT6,BrC3
CNOT9,BrC3
COG1,BrC3
COX18,BrC3
CPEB2,BrC3
CPEB4,BrC3
CRY1,BrC3
CSNK1A1,BrC3
CSNK1G3,BrC3
CTDSPL2,BrC3
CTNND1,BrC3
CUL4A,BrC3
CUL5,BrC3
CWC25,BrC3
CWF19L1,BrC3
CXorf23,BrC3
CXorf57,BrC3
CYLD,BrC3
DBF4,BrC3
DCAF16,BrC3
DCAF8,BrC3
DCBLD2,BrC3
DCP2,BrC3
DCTN4,BrC3
DCUN1D2,BrC3
DCUN1D4,BrC3
DDHD1,BrC3
DDX5,BrC3
DDX59,BrC3
DENND2C,BrC3
DENND4A,BrC3
DENND6A,BrC3
DGKE,BrC3
DGKH,BrC3
DHX15,BrC3
DHX38,BrC3
DHX57,BrC3
DICER1,BrC3
DMXL1,BrC3
DNAJB14,BrC3
DNAJC10,BrC3
DNAJC24,BrC3
DNM1L,BrC3
DOCK5,BrC3
DOPEY1,BrC3
DOPEY2,BrC3
DPH6,BrC3
DPY19L3,BrC3
DVL3,BrC3
DZIP1L,BrC3
DZIP3,BrC3
EBLN2,BrC3
ECD,BrC3
ECT2L,BrC3
EEF2K,BrC3
EFCAB2,BrC3
EIF2AK3,BrC3
ELK4,BrC3
ELMOD2,BrC3
ELMSAN1,BrC3
EML4,BrC3
EML6,BrC3
ENTPD4,BrC3
EPG5,BrC3
EPS15,BrC3
ERICH1,BrC3
ERMAP,BrC3
ERO1B,BrC3
ETNK1,BrC3
EXOC1,BrC3
EXOSC9,BrC3
FAM102B,BrC3
FAM117B,BrC3
FAM126B,BrC3
FAM133B,BrC3
FAM204A,BrC3
FAM214A,BrC3
FAM76B,BrC3
FAM91A1,BrC3
FANCM,BrC3
FAR1,BrC3
FARP2,BrC3
FBXL20,BrC3
FBXO3,BrC3
FBXW8,BrC3
FGD6,BrC3
FKBP14,BrC3
FKTN,BrC3
FLVCR1,BrC3
FMN1,BrC3
FMR1,BrC3
FNBP4,BrC3
FNDC3A,BrC3
FNIP1,BrC3
FOXJ3,BrC3
FPGT,BrC3
FRMD4B,BrC3
FRS2,BrC3
FSD1L,BrC3
FSIP2,BrC3
FZD6,BrC3
G2E3,BrC3
GAPVD1,BrC3
GATAD1,BrC3
GATAD2B,BrC3
GCC2,BrC3
GDAP2,BrC3
GK5,BrC3
GLMN,BrC3
GNPTAB,BrC3
GNRH1,BrC3
GOLGA1,BrC3
GOLGA2,BrC3
GOLGA8N,BrC3
GOLGA8R,BrC3
GOLGB1,BrC3
GON4L,BrC3
GOPC,BrC3
GP1BA,BrC3
GPALPP1,BrC3
GPATCH2,BrC3
GPATCH2L,BrC3
GPRASP1,BrC3
GSAP,BrC3
GSTCD,BrC3
GTPBP10,BrC3
GUF1,BrC3
GULP1,BrC3
HAUS3,BrC3
HECTD2,BrC3
HECTD4,BrC3
HGSNAT,BrC3
HMBOX1,BrC3
HMGB1,BrC3
HMGN5,BrC3
HMGXB4,BrC3
HNRNPA1L2,BrC3
HNRNPA3,BrC3
HNRNPDL,BrC3
HNRNPU,BrC3
HSF2,BrC3
HSPBAP1,BrC3
HTT,BrC3
HUS1,BrC3
ICA1L,BrC3
IFT88,BrC3
IKZF2,BrC3
IKZF5,BrC3
IMPACT,BrC3
INO80D,BrC3
INTS2,BrC3
IPCEF1,BrC3
IRAK4,BrC3
IST1,BrC3
ITPR2,BrC3
JARID2,BrC3
JMJD1C,BrC3
KATNBL1,BrC3
KCNIP4,BrC3
KCTD3,BrC3
KDM3A,BrC3
KDM6A,BrC3
KIAA1217,BrC3
KIAA1468,BrC3
KIF27,BrC3
KIZ,BrC3
KLHDC1,BrC3
KLHL28,BrC3
KNTC1,BrC3
KPNA5,BrC3
KRAS,BrC3
L3MBTL3,BrC3
LANCL1,BrC3
LARP1B,BrC3
LARP4B,BrC3
LGALS8,BrC3
LIMD1,BrC3
LIN7C,BrC3
LMBRD2,BrC3
LMLN,BrC3
LRIG2,BrC3
LRP2BP,BrC3
LRP6,BrC3
LRRC49,BrC3
LRRCC1,BrC3
LRRFIP2,BrC3
LSM8,BrC3
LTN1,BrC3
LUC7L2,BrC3
LY6G5B,BrC3
MAGI1,BrC3
MAP2K4,BrC3
MAP3K2,BrC3
MAP3K7,BrC3
MAP4K3,BrC3
MAP4K5,BrC3
MAP9,BrC3
MAPK8,BrC3
MARCH1,BrC3
MARCH5,BrC3
MARCH6,BrC3
MARCH7,BrC3
MASP2,BrC3
MASTL,BrC3
MBIP,BrC3
MBNL2,BrC3
MBTD1,BrC3
MBTPS2,BrC3
MCL1,BrC3
MDM1,BrC3
MDM4,BrC3
MED14,BrC3
MED23,BrC3
MED4,BrC3
METTL15,BrC3
MFN1,BrC3
MFSD14A,BrC3
MFSD4B,BrC3
MFSD8,BrC3
MGEA5,BrC3
MIB1,BrC3
MICU3,BrC3
MIER3,BrC3
MINDY2,BrC3
MOB1B,BrC3
MON2,BrC3
MPP5,BrC3
MRE11,BrC3
MRPL42,BrC3
MRRF,BrC3
MSL3,BrC3
MSS51,BrC3
MTF2,BrC3
MTMR1,BrC3
MTMR7,BrC3
MTPAP,BrC3
MTR,BrC3
MTX3,BrC3
MYBL1,BrC3
MYEF2,BrC3
MYO5C,BrC3
MYSM1,BrC3
N4BP2L1,BrC3
N4BP2L2,BrC3
NAA25,BrC3
NADK2,BrC3
NAF1,BrC3
NAPG,BrC3
NBPF10,BrC3
NBPF11,BrC3
NBPF12,BrC3
NBPF19,BrC3
NCBP1,BrC3
NCBP3,BrC3
NCOA2,BrC3
NDFIP2,BrC3
NDUFA5,BrC3
NDUFAF5,BrC3
NECAP1,BrC3
NEDD1,BrC3
NEK3,BrC3
NEK5,BrC3
NEMP1,BrC3
NEPRO,BrC3
NFIB,BrC3
NHLRC2,BrC3
NHLRC3,BrC3
NIPAL2,BrC3
NKTR,BrC3
NOC3L,BrC3
NPAT,BrC3
NR2C1,BrC3
NR2C2,BrC3
NRDE2,BrC3
NRG4,BrC3
NSD2,BrC3
NSUN3,BrC3
NT5C3A,BrC3
NT5DC3,BrC3
NUBPL,BrC3
NUFIP2,BrC3
NUP107,BrC3
NUP153,BrC3
NUP155,BrC3
NUP58,BrC3
ODF2L,BrC3
OGFRL1,BrC3
OPHN1,BrC3
ORC2,BrC3
ORMDL1,BrC3
OTUD6B,BrC3
OTULIN,BrC3
OVGP1,BrC3
PAK3,BrC3
PAN3,BrC3
PANK3,BrC3
PAPD4,BrC3
PAQR3,BrC3
PARP11,BrC3
PARP8,BrC3
PCGF3,BrC3
PDE6C,BrC3
PDLIM5,BrC3
PDXDC1,BrC3
PER2,BrC3
PEX1,BrC3
PFKFB2,BrC3
PGAP1,BrC3
PGBD1,BrC3
PHC3,BrC3
PHF10,BrC3
PHF20L1,BrC3
PHF3,BrC3
PHIP,BrC3
PHKA1,BrC3
PHTF2,BrC3
PI4K2B,BrC3
PIAS2,BrC3
PIBF1,BrC3
PIGG,BrC3
PIGL,BrC3
PIGN,BrC3
PIP5K1A,BrC3
PKN2,BrC3
PKP4,BrC3
PLEKHA1,BrC3
PLEKHH2,BrC3
POLI,BrC3
POLR3A,BrC3
POT1,BrC3
POU2F1,BrC3
POU6F1,BrC3
PPIG,BrC3
PPIL4,BrC3
PPIP5K2,BrC3
PPP1R9A,BrC3
PPP2R2A,BrC3
PPP4R3A,BrC3
PPP6R3,BrC3
PPWD1,BrC3
PRDM10,BrC3
PRDM5,BrC3
PRMT3,BrC3
PRMT9,BrC3
PROSER1,BrC3
PRPF38B,BrC3
PRPF4B,BrC3
PRTG,BrC3
PSMC6,BrC3
PSME4,BrC3
PTAR1,BrC3
PTBP2,BrC3
PTBP3,BrC3
PTPN4,BrC3
QSER1,BrC3
RAB18,BrC3
RAB2B,BrC3
RABGAP1L,BrC3
RABGEF1,BrC3
RAD54L2,BrC3
RAPGEF6,BrC3
RASA1,BrC3
RBAK,BrC3
RBBP6,BrC3
RBM15,BrC3
RBM25,BrC3
RBM26,BrC3
RBM33,BrC3
RBPJ,BrC3
RC3H1,BrC3
RCBTB1,BrC3
RCOR3,BrC3
REL,BrC3
REPS2,BrC3
REV1,BrC3
RFX3,BrC3
RFX7,BrC3
RIC1,BrC3
RICTOR,BrC3
RINT1,BrC3
RIOK3,BrC3
RLF,BrC3
RLIM,BrC3
RNF103,BrC3
RNF149,BrC3
RNF32,BrC3
RNMT,BrC3
RNPC3,BrC3
RORA,BrC3
RPS6KA5,BrC3
RREB1,BrC3
RSBN1L,BrC3
RSPRY1,BrC3
RSRC2,BrC3
RTTN,BrC3
RUFY2,BrC3
RUFY3,BrC3
SCAF11,BrC3
SCAF8,BrC3
SCLT1,BrC3
SCML1,BrC3
SCOC,BrC3
SCYL2,BrC3
SDCCAG8,BrC3
SEC16B,BrC3
SEC24B,BrC3
SECISBP2,BrC3
SELENOI,BrC3
SEMA6A,BrC3
SENP5,BrC3
SENP6,BrC3
SENP7,BrC3
SEPSECS,BrC3
SERINC5,BrC3
SETD5,BrC3
SF3B1,BrC3
SFMBT2,BrC3
SFPQ,BrC3
SFSWAP,BrC3
SFT2D2,BrC3
SH3RF1,BrC3
SIAH1,BrC3
SLC10A7,BrC3
SLC23A2,BrC3
SLC25A13,BrC3
SLC25A36,BrC3
SLC25A46,BrC3
SLC30A7,BrC3
SLC30A9,BrC3
SLC35A3,BrC3
SLC35E3,BrC3
SLC35F5,BrC3
SLC4A5,BrC3
SLC4A7,BrC3
SLC9A8,BrC3
SMC5,BrC3
SMCHD1,BrC3
SMURF2,BrC3
SNIP1,BrC3
SOCS4,BrC3
SOCS5,BrC3
SOWAHC,BrC3
SP140L,BrC3
SPATA5,BrC3
SPATA6,BrC3
SPDYA,BrC3
SPIN1,BrC3
SPOPL,BrC3
SPRED2,BrC3
SPRYD7,BrC3
SREK1,BrC3
SRGAP1,BrC3
SRP9,BrC3
SRPK1,BrC3
SRPK2,BrC3
SRRM1,BrC3
SRSF10,BrC3
SRSF11,BrC3
SRSF2,BrC3
SS18,BrC3
STK4,BrC3
STOX2,BrC3
STRN,BrC3
STRN3,BrC3
STX17,BrC3
STXBP5,BrC3
SUN1,BrC3
SUPT6H,BrC3
SUPV3L1,BrC3
TAB3,BrC3
TAF11,BrC3
TANC1,BrC3
TAPT1,BrC3
TAS2R14,BrC3
TASP1,BrC3
TBC1D32,BrC3
TBC1D4,BrC3
TBCEL,BrC3
TBL1XR1,BrC3
TBRG1,BrC3
TCERG1,BrC3
TDG,BrC3
TDRD6,BrC3
TEC,BrC3
TET2,BrC3
TEX10,BrC3
THAP6,BrC3
TIMM23B,BrC3
TLK1,BrC3
TMCC1,BrC3
TMED8,BrC3
TMEM168,BrC3
TMEM33,BrC3
TMEM39A,BrC3
TMEM41B,BrC3
TMEM50B,BrC3
TMF1,BrC3
TNKS,BrC3
TNKS2,BrC3
TNRC6A,BrC3
TNRC6B,BrC3
TNRC6C,BrC3
TP53INP1,BrC3
TP53TG5,BrC3
TPP2,BrC3
TRA2B,BrC3
TRAF5,BrC3
TRAPPC13,BrC3
TRAPPC6B,BrC3
TRDMT1,BrC3
TRERF1,BrC3
TRIM13,BrC3
TRIM33,BrC3
TRIM38,BrC3
TRIM66,BrC3
TROVE2,BrC3
TRPC1,BrC3
TRUB1,BrC3
TSC1,BrC3
TSEN2,BrC3
TTC13,BrC3
TTC17,BrC3
TTC21B,BrC3
TTC37,BrC3
TTC39B,BrC3
TUBGCP5,BrC3
TULP4,BrC3
U2SURP,BrC3
UACA,BrC3
UBA5,BrC3
UBA6,BrC3
UBAP2L,BrC3
UBE2E1,BrC3
UBE2H,BrC3
UBE3A,BrC3
UBR3,BrC3
UCHL5,BrC3
UFL1,BrC3
UFM1,BrC3
UPF3A,BrC3
USP3,BrC3
USP36,BrC3
USP40,BrC3
USP45,BrC3
USP48,BrC3
USP49,BrC3
USP6NL,BrC3
USPL1,BrC3
UTP15,BrC3
UVSSA,BrC3
VAMP4,BrC3
VCPKMT,BrC3
VEZT,BrC3
VPS13A,BrC3
VPS36,BrC3
WDFY2,BrC3
WDR11,BrC3
WDR17,BrC3
WDR37,BrC3
WDR75,BrC3
WRN,BrC3
WSB1,BrC3
XPNPEP3,BrC3
XPO4,BrC3
XRN1,BrC3
YOD1,BrC3
YTHDC1,BrC3
YTHDC2,BrC3
ZBTB10,BrC3
ZBTB37,BrC3
ZBTB41,BrC3
ZBTB43,BrC3
ZC2HC1A,BrC3
ZC3H11A,BrC3
ZC3H12B,BrC3
ZC3H6,BrC3
ZCCHC4,BrC3
ZDHHC17,BrC3
ZDHHC21,BrC3
ZFP28,BrC3
ZFP30,BrC3
ZGRF1,BrC3
ZKSCAN8,BrC3
ZMAT3,BrC3
ZMYM1,BrC3
ZMYM2,BrC3
ZMYM4,BrC3
ZMYM5,BrC3
ZMYM6,BrC3
